sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7708,2018-01-16,2018-01-16 02:00:00+00:00,2018-01-16 02:00:00+00:00,1.35,pm25,µg/m³,1.35,1.35,1.35,1.35,1.35,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,6.0,1.0,12.0,2,1,1,2018
7708,2018-01-16,2018-01-16 03:00:00+00:00,2018-01-16 03:00:00+00:00,0.33,pm25,µg/m³,0.33,0.33,0.33,0.33,0.33,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,3.0,13.0,3,1,1,2018
7708,2018-01-16,2018-01-16 04:00:00+00:00,2018-01-16 04:00:00+00:00,0.35,pm25,µg/m³,0.35,0.35,0.35,0.35,0.35,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,3.0,12.0,4,1,1,2018
7708,2018-01-16,2018-01-16 05:00:00+00:00,2018-01-16 05:00:00+00:00,0.78,pm25,µg/m³,0.78,0.78,0.78,0.78,0.78,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,3.0,16.0,12.0,5,1,1,2018
7708,2018-01-16,2018-01-16 11:00:00+00:00,2018-01-16 11:00:00+00:00,1.45,pm25,µg/m³,1.45,1.45,1.45,1.45,1.45,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,6.0,21.0,12.0,11,1,1,2018
7708,2018-01-16,2018-01-16 12:00:00+00:00,2018-01-16 12:00:00+00:00,2.98,pm25,µg/m³,2.98,2.98,2.98,2.98,2.98,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,12.0,27.0,12.0,12,1,1,2018
7708,2018-01-16,2018-01-16 13:00:00+00:00,2018-01-16 13:00:00+00:00,2.35,pm25,µg/m³,2.35,2.35,2.35,2.35,2.35,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,10.0,14.0,12.0,13,1,1,2018
7708,2018-01-16,2018-01-16 14:00:00+00:00,2018-01-16 14:00:00+00:00,0.33,pm25,µg/m³,0.33,0.33,0.33,0.33,0.33,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,1.0,9.0,14.0,14,1,1,2018
7708,2018-01-16,2018-01-16 16:00:00+00:00,2018-01-16 16:00:00+00:00,0.7,pm25,µg/m³,0.7,0.7,0.7,0.7,0.7,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,3.0,9.0,12.0,16,1,1,2018
7708,2018-01-16,2018-01-16 17:00:00+00:00,2018-01-16 17:00:00+00:00,3.88,pm25,µg/m³,3.88,3.88,3.88,3.88,3.88,0.0,1,1,100.0,3457,Paray le Fresil,46.65266799984592,3.600667000393966,16.0,15.0,12.0,17,1,1,2018
