sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
8606,2017-02-25,2017-02-25 12:00:00+00:00,2017-02-25 12:00:00+00:00,66.3,o3,µg/m³,66.33,66.33,66.33,66.33,66.33,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,12,5,2,2017
8606,2017-02-25,2017-02-25 13:00:00+00:00,2017-02-25 13:00:00+00:00,88.2,o3,µg/m³,88.18,88.18,88.18,88.18,88.18,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,13,5,2,2017
8606,2017-02-25,2017-02-25 14:00:00+00:00,2017-02-25 14:00:00+00:00,93.3,o3,µg/m³,93.28,93.28,93.28,93.28,93.28,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,14,5,2,2017
8606,2017-02-25,2017-02-25 15:00:00+00:00,2017-02-25 15:00:00+00:00,98.5,o3,µg/m³,98.48,98.48,98.48,98.48,98.48,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,15,5,2,2017
8606,2017-02-25,2017-02-25 16:00:00+00:00,2017-02-25 16:00:00+00:00,103.0,o3,µg/m³,103.43,103.43,103.43,103.43,103.43,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,16,5,2,2017
8606,2017-02-25,2017-02-25 17:00:00+00:00,2017-02-25 17:00:00+00:00,103.0,o3,µg/m³,103.35,103.35,103.35,103.35,103.35,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,17,5,2,2017
8606,2017-02-25,2017-02-25 18:00:00+00:00,2017-02-25 18:00:00+00:00,97.3,o3,µg/m³,97.25,97.25,97.25,97.25,97.25,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,18,5,2,2017
8606,2017-02-25,2017-02-25 19:00:00+00:00,2017-02-25 19:00:00+00:00,84.6,o3,µg/m³,84.6,84.6,84.6,84.6,84.6,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,19,5,2,2017
8606,2017-02-25,2017-02-25 20:00:00+00:00,2017-02-25 20:00:00+00:00,42.9,o3,µg/m³,42.93,42.93,42.93,42.93,42.93,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,20,5,2,2017
8606,2017-02-25,2017-02-25 21:00:00+00:00,2017-02-25 21:00:00+00:00,8.88,o3,µg/m³,8.88,8.88,8.88,8.88,8.88,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,21,5,2,2017
8606,2017-02-25,2017-02-25 22:00:00+00:00,2017-02-25 22:00:00+00:00,8.33,o3,µg/m³,8.33,8.33,8.33,8.33,8.33,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,22,5,2,2017
8606,2017-02-25,2017-02-25 23:00:00+00:00,2017-02-25 23:00:00+00:00,9.13,o3,µg/m³,9.13,9.13,9.13,9.13,9.13,0.0,1,1,100.0,3455,NET-FR068A,43.587219999999995,1.443889,500.0,500.0,12.0,23,5,2,2017
