sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7784,2018-01-06,2018-01-06 11:00:00+00:00,2018-01-06 11:00:00+00:00,58.0,no2,µg/m³,57.95,57.95,57.95,57.95,57.95,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,55.0,8.0,12.0,11,5,1,2018
7784,2018-01-06,2018-01-06 12:00:00+00:00,2018-01-06 12:00:00+00:00,32.2,no2,µg/m³,32.18,32.18,32.18,32.18,32.18,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,30.0,9.0,12.0,12,5,1,2018
7784,2018-01-06,2018-01-06 13:00:00+00:00,2018-01-06 13:00:00+00:00,11.8,no2,µg/m³,11.83,11.83,11.83,11.83,11.83,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,6.0,12.0,13,5,1,2018
7784,2018-01-06,2018-01-06 15:00:00+00:00,2018-01-06 15:00:00+00:00,11.7,no2,µg/m³,11.7,11.7,11.7,11.7,11.7,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,4.0,12.0,15,5,1,2018
7784,2018-01-06,2018-01-06 16:00:00+00:00,2018-01-06 16:00:00+00:00,21.4,no2,µg/m³,21.35,21.35,21.35,21.35,21.35,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,20.0,5.0,12.0,16,5,1,2018
7784,2018-01-06,2018-01-06 17:00:00+00:00,2018-01-06 17:00:00+00:00,34.1,no2,µg/m³,34.1,34.1,34.1,34.1,34.1,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,32.0,4.0,12.0,17,5,1,2018
7784,2018-01-06,2018-01-06 18:00:00+00:00,2018-01-06 18:00:00+00:00,50.0,no2,µg/m³,50.03,50.03,50.03,50.03,50.03,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,47.0,5.0,12.0,18,5,1,2018
7784,2018-01-06,2018-01-06 19:00:00+00:00,2018-01-06 19:00:00+00:00,36.4,no2,µg/m³,36.38,36.38,36.38,36.38,36.38,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,34.0,7.0,12.0,19,5,1,2018
7784,2018-01-06,2018-01-06 20:00:00+00:00,2018-01-06 20:00:00+00:00,20.9,no2,µg/m³,20.93,20.93,20.93,20.93,20.93,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,20.0,7.0,12.0,20,5,1,2018
7784,2018-01-06,2018-01-06 21:00:00+00:00,2018-01-06 21:00:00+00:00,14.1,no2,µg/m³,14.13,14.13,14.13,14.13,14.13,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,13.0,8.0,12.0,21,5,1,2018
7784,2018-01-06,2018-01-06 22:00:00+00:00,2018-01-06 22:00:00+00:00,10.6,no2,µg/m³,10.58,10.58,10.58,10.58,10.58,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,8.0,12.0,22,5,1,2018
7784,2018-01-06,2018-01-06 23:00:00+00:00,2018-01-06 23:00:00+00:00,8.35,no2,µg/m³,8.35,8.35,8.35,8.35,8.35,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,9.0,12.0,23,5,1,2018
7784,2018-01-07,2018-01-07 00:00:00+00:00,2018-01-07 00:00:00+00:00,9.23,no2,µg/m³,9.23,9.23,9.23,9.23,9.23,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,10.0,12.0,0,6,1,2018
7784,2018-01-07,2018-01-07 01:00:00+00:00,2018-01-07 01:00:00+00:00,6.73,no2,µg/m³,6.73,6.73,6.73,6.73,6.73,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,6.0,9.0,12.0,1,6,1,2018
7784,2018-01-07,2018-01-07 02:00:00+00:00,2018-01-07 02:00:00+00:00,4.95,no2,µg/m³,4.95,4.95,4.95,4.95,4.95,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,5.0,10.0,12.0,2,6,1,2018
7784,2018-01-07,2018-01-07 03:00:00+00:00,2018-01-07 03:00:00+00:00,4.28,no2,µg/m³,4.28,4.28,4.28,4.28,4.28,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,4.0,10.0,12.0,3,6,1,2018
7784,2018-01-07,2018-01-07 04:00:00+00:00,2018-01-07 04:00:00+00:00,4.9,no2,µg/m³,4.9,4.9,4.9,4.9,4.9,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,5.0,10.0,12.0,4,6,1,2018
7784,2018-01-07,2018-01-07 05:00:00+00:00,2018-01-07 05:00:00+00:00,4.3,no2,µg/m³,4.3,4.3,4.3,4.3,4.3,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,4.0,11.0,12.0,5,6,1,2018
7784,2018-01-07,2018-01-07 06:00:00+00:00,2018-01-07 06:00:00+00:00,5.4,no2,µg/m³,5.4,5.4,5.4,5.4,5.4,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,5.0,11.0,12.0,6,6,1,2018
7784,2018-01-07,2018-01-07 07:00:00+00:00,2018-01-07 07:00:00+00:00,7.5,no2,µg/m³,7.5,7.5,7.5,7.5,7.5,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,7.0,11.0,12.0,7,6,1,2018
7784,2018-01-07,2018-01-07 08:00:00+00:00,2018-01-07 08:00:00+00:00,7.88,no2,µg/m³,7.88,7.88,7.88,7.88,7.88,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,7.0,11.0,12.0,8,6,1,2018
7784,2018-01-07,2018-01-07 09:00:00+00:00,2018-01-07 09:00:00+00:00,7.95,no2,µg/m³,7.95,7.95,7.95,7.95,7.95,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,10.0,12.0,9,6,1,2018
7784,2018-01-07,2018-01-07 10:00:00+00:00,2018-01-07 10:00:00+00:00,8.75,no2,µg/m³,8.75,8.75,8.75,8.75,8.75,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,9.0,12.0,10,6,1,2018
7784,2018-01-07,2018-01-07 11:00:00+00:00,2018-01-07 11:00:00+00:00,9.85,no2,µg/m³,9.85,9.85,9.85,9.85,9.85,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,8.0,12.0,11,6,1,2018
7784,2018-01-07,2018-01-07 12:00:00+00:00,2018-01-07 12:00:00+00:00,10.3,no2,µg/m³,10.3,10.3,10.3,10.3,10.3,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,8.0,12.0,12,6,1,2018
7784,2018-01-07,2018-01-07 13:00:00+00:00,2018-01-07 13:00:00+00:00,9.5,no2,µg/m³,9.5,9.5,9.5,9.5,9.5,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,8.0,12.0,13,6,1,2018
7784,2018-01-07,2018-01-07 14:00:00+00:00,2018-01-07 14:00:00+00:00,10.3,no2,µg/m³,10.3,10.3,10.3,10.3,10.3,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,8.0,12.0,14,6,1,2018
7784,2018-01-07,2018-01-07 15:00:00+00:00,2018-01-07 15:00:00+00:00,10.1,no2,µg/m³,10.05,10.05,10.05,10.05,10.05,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,8.0,12.0,15,6,1,2018
7784,2018-01-07,2018-01-07 16:00:00+00:00,2018-01-07 16:00:00+00:00,10.3,no2,µg/m³,10.28,10.28,10.28,10.28,10.28,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,9.0,12.0,16,6,1,2018
7784,2018-01-07,2018-01-07 17:00:00+00:00,2018-01-07 17:00:00+00:00,11.2,no2,µg/m³,11.15,11.15,11.15,11.15,11.15,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,9.0,12.0,17,6,1,2018
7784,2018-01-07,2018-01-07 18:00:00+00:00,2018-01-07 18:00:00+00:00,12.1,no2,µg/m³,12.05,12.05,12.05,12.05,12.05,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,10.0,12.0,18,6,1,2018
7784,2018-01-07,2018-01-07 19:00:00+00:00,2018-01-07 19:00:00+00:00,12.0,no2,µg/m³,11.98,11.98,11.98,11.98,11.98,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,15.0,13.0,19,6,1,2018
7784,2018-01-07,2018-01-07 20:00:00+00:00,2018-01-07 20:00:00+00:00,11.4,no2,µg/m³,11.43,11.43,11.43,11.43,11.43,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,11.0,15.0,12.0,20,6,1,2018
7784,2018-01-07,2018-01-07 21:00:00+00:00,2018-01-07 21:00:00+00:00,10.6,no2,µg/m³,10.63,10.63,10.63,10.63,10.63,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,13.0,12.0,21,6,1,2018
7784,2018-01-07,2018-01-07 22:00:00+00:00,2018-01-07 22:00:00+00:00,9.78,no2,µg/m³,9.78,9.78,9.78,9.78,9.78,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,12.0,12.0,22,6,1,2018
7784,2018-01-07,2018-01-07 23:00:00+00:00,2018-01-07 23:00:00+00:00,8.88,no2,µg/m³,8.88,8.88,8.88,8.88,8.88,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,10.0,12.0,23,6,1,2018
7784,2018-01-08,2018-01-08 00:00:00+00:00,2018-01-08 00:00:00+00:00,8.4,no2,µg/m³,8.4,8.4,8.4,8.4,8.4,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,10.0,12.0,0,0,1,2018
7784,2018-01-08,2018-01-08 01:00:00+00:00,2018-01-08 01:00:00+00:00,8.63,no2,µg/m³,8.63,8.63,8.63,8.63,8.63,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,13.0,12.0,1,0,1,2018
7784,2018-01-08,2018-01-08 02:00:00+00:00,2018-01-08 02:00:00+00:00,8.63,no2,µg/m³,8.63,8.63,8.63,8.63,8.63,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,12.0,12.0,2,0,1,2018
7784,2018-01-08,2018-01-08 03:00:00+00:00,2018-01-08 03:00:00+00:00,8.58,no2,µg/m³,8.58,8.58,8.58,8.58,8.58,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,8.0,16.0,12.0,3,0,1,2018
7784,2018-01-08,2018-01-08 04:00:00+00:00,2018-01-08 04:00:00+00:00,9.05,no2,µg/m³,9.05,9.05,9.05,9.05,9.05,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,21.0,12.0,4,0,1,2018
7784,2018-01-08,2018-01-08 05:00:00+00:00,2018-01-08 05:00:00+00:00,9.1,no2,µg/m³,9.1,9.1,9.1,9.1,9.1,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,9.0,19.0,12.0,5,0,1,2018
7784,2018-01-08,2018-01-08 06:00:00+00:00,2018-01-08 06:00:00+00:00,10.4,no2,µg/m³,10.43,10.43,10.43,10.43,10.43,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,10.0,19.0,12.0,6,0,1,2018
7784,2018-01-08,2018-01-08 08:00:00+00:00,2018-01-08 08:00:00+00:00,16.0,no2,µg/m³,16.0,16.0,16.0,16.0,16.0,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,15.0,15.0,12.0,8,0,1,2018
7784,2018-01-08,2018-01-08 09:00:00+00:00,2018-01-08 09:00:00+00:00,14.0,no2,µg/m³,13.95,13.95,13.95,13.95,13.95,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,13.0,18.0,12.0,9,0,1,2018
7784,2018-01-08,2018-01-08 10:00:00+00:00,2018-01-08 10:00:00+00:00,12.6,no2,µg/m³,12.6,12.6,12.6,12.6,12.6,0.0,1,1,100.0,3505,JULES VERNE,47.31572700030015,-2.190763999746359,12.0,19.0,12.0,10,0,1,2018
