sensor_id,date,datetime_utc,datetime_local,value_avg,parameter,units,min,max,q25,median,q75,std,expected_count,observed_count,percent_complete,location_id,location_name,latitude,longitude,aqi,aqi_after_12h,actual_lag_hours,hour,day_of_week,month,year
7793,2017-03-22,2017-03-22 09:00:00+00:00,2017-03-22 09:00:00+00:00,255.0,co,µg/m³,255.0,255.0,255.0,255.0,255.0,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,9,2,3,2017
7793,2017-03-22,2017-03-22 10:00:00+00:00,2017-03-22 10:00:00+00:00,210.0,co,µg/m³,210.0,210.0,210.0,210.0,210.0,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,10,2,3,2017
7793,2017-03-22,2017-03-22 11:00:00+00:00,2017-03-22 11:00:00+00:00,198.0,co,µg/m³,197.5,197.5,197.5,197.5,197.5,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,11,2,3,2017
7793,2017-03-22,2017-03-22 12:00:00+00:00,2017-03-22 12:00:00+00:00,200.0,co,µg/m³,200.0,200.0,200.0,200.0,200.0,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,12,2,3,2017
7793,2017-03-22,2017-03-22 13:00:00+00:00,2017-03-22 13:00:00+00:00,200.0,co,µg/m³,200.0,200.0,200.0,200.0,200.0,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,13,2,3,2017
7793,2017-03-22,2017-03-22 14:00:00+00:00,2017-03-22 14:00:00+00:00,193.0,co,µg/m³,192.5,192.5,192.5,192.5,192.5,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,14,2,3,2017
7793,2017-03-22,2017-03-22 15:00:00+00:00,2017-03-22 15:00:00+00:00,193.0,co,µg/m³,192.5,192.5,192.5,192.5,192.5,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,15,2,3,2017
7793,2017-03-22,2017-03-22 16:00:00+00:00,2017-03-22 16:00:00+00:00,190.0,co,µg/m³,190.0,190.0,190.0,190.0,190.0,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,16,2,3,2017
7793,2017-03-22,2017-03-22 17:00:00+00:00,2017-03-22 17:00:00+00:00,198.0,co,µg/m³,197.5,197.5,197.5,197.5,197.5,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,17,2,3,2017
7793,2017-03-22,2017-03-22 18:00:00+00:00,2017-03-22 18:00:00+00:00,208.0,co,µg/m³,207.5,207.5,207.5,207.5,207.5,0.0,1,1,100.0,3468,Grande-synthe,51.02446000023847,2.302149999732888,500.0,500.0,12.0,18,2,3,2017
