sensor_id,sensor_name,parameter_id,parameter_name,parameter_units,location_id,location_name,locality,latitude,longitude,datetime_first,datetime_last
5561,o3 µg/m³,3,o3,µg/m³,2662,NET-FR068A,ATMO OCCITANIE,43.69536599999999,3.8008169999999994,,
15370,pm10 µg/m³,1,pm10,µg/m³,2662,NET-FR068A,ATMO OCCITANIE,43.69536599999999,3.8008169999999994,,
5566,o3 µg/m³,3,o3,µg/m³,2665,FR08618,,44.1427579994634,4.1388,,
5567,no2 µg/m³,5,no2,µg/m³,2666,COL_OEILLON,,45.38956220590412,4.615813424391337,,
5569,o3 µg/m³,3,o3,µg/m³,2666,COL_OEILLON,,45.38956220590412,4.615813424391337,,
5568,pm10 µg/m³,1,pm10,µg/m³,2666,COL_OEILLON,,45.38956220590412,4.615813424391337,,
5572,no2 µg/m³,5,no2,µg/m³,2668,MOULINS,,46.56186359841856,3.3310878208078036,,
5574,o3 µg/m³,3,o3,µg/m³,2668,MOULINS,,46.56186359841856,3.3310878208078036,,
5573,pm10 µg/m³,1,pm10,µg/m³,2668,MOULINS,,46.56186359841856,3.3310878208078036,,
4275113,no µg/m³,19843,no,µg/m³,2672,Chambéry Trafic,CHAMBÉRY,45.56942999992958,5.932985999967472,,
5578,no2 µg/m³,5,no2,µg/m³,2672,Chambéry Trafic,CHAMBÉRY,45.56942999992958,5.932985999967472,,
5579,pm10 µg/m³,1,pm10,µg/m³,2672,Chambéry Trafic,CHAMBÉRY,45.56942999992958,5.932985999967472,,
5656,no2 µg/m³,5,no2,µg/m³,2673,Evreux  Boulevard de Normandie,,49.020202317088426,1.1387134373027465,,
5580,pm25 µg/m³,2,pm25,µg/m³,2673,Evreux  Boulevard de Normandie,,49.020202317088426,1.1387134373027465,,
5581,o3 µg/m³,3,o3,µg/m³,2674,GARCHES,,48.846407318287696,2.1894458756788273,,
5582,o3 µg/m³,3,o3,µg/m³,2675,CACHAN,,48.79944696356195,2.330553240508322,,
4275139,no µg/m³,19843,no,µg/m³,2676,Drôme Rurale Sud-SND,SAINT-NAZAIRE-LE-DÉSERT,44.5694430002562,5.27897200043165,,
5609,no2 µg/m³,5,no2,µg/m³,2676,Drôme Rurale Sud-SND,SAINT-NAZAIRE-LE-DÉSERT,44.5694430002562,5.27897200043165,,
5622,o3 µg/m³,3,o3,µg/m³,2676,Drôme Rurale Sud-SND,SAINT-NAZAIRE-LE-DÉSERT,44.5694430002562,5.27897200043165,,
5583,pm10 µg/m³,1,pm10,µg/m³,2676,Drôme Rurale Sud-SND,SAINT-NAZAIRE-LE-DÉSERT,44.5694430002562,5.27897200043165,,
5614,pm25 µg/m³,2,pm25,µg/m³,2676,Drôme Rurale Sud-SND,SAINT-NAZAIRE-LE-DÉSERT,44.5694430002562,5.27897200043165,,
5584,pm10 µg/m³,1,pm10,µg/m³,2677,Besancon Victor Hugo,,47.23489773654806,6.029474220704546,,
4274933,no µg/m³,19843,no,µg/m³,2678,Valence Périurb. Sud,PORTES-LÈS-VALENCE,44.87024300025047,4.876288999633118,,
5585,no2 µg/m³,5,no2,µg/m³,2678,Valence Périurb. Sud,PORTES-LÈS-VALENCE,44.87024300025047,4.876288999633118,,
5590,o3 µg/m³,3,o3,µg/m³,2678,Valence Périurb. Sud,PORTES-LÈS-VALENCE,44.87024300025047,4.876288999633118,,
5595,pm10 µg/m³,1,pm10,µg/m³,2678,Valence Périurb. Sud,PORTES-LÈS-VALENCE,44.87024300025047,4.876288999633118,,
4275255,no µg/m³,19843,no,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
8537,no2 µg/m³,5,no2,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
8536,o3 µg/m³,3,o3,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
8535,pm10 µg/m³,1,pm10,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
8534,pm25 µg/m³,2,pm25,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
5586,so2 µg/m³,6,so2,µg/m³,2679,SAINT ETIENNE SUD,SAINT-ÉTIENNE,45.420089999725384,4.395422000345383,,
7586,co µg/m³,4,co,µg/m³,2680,Lyon Périphérique,VILLEURBANNE,45.774819999808635,4.898572000411539,,
4274338,no µg/m³,19843,no,µg/m³,2680,Lyon Périphérique,VILLEURBANNE,45.774819999808635,4.898572000411539,,
5587,no2 µg/m³,5,no2,µg/m³,2680,Lyon Périphérique,VILLEURBANNE,45.774819999808635,4.898572000411539,,
5603,pm10 µg/m³,1,pm10,µg/m³,2680,Lyon Périphérique,VILLEURBANNE,45.774819999808635,4.898572000411539,,
4274492,no µg/m³,19843,no,µg/m³,2681,Place de l'Opéra,PARIS 2E ARRONDISSEMENT,48.8702740002815,2.332500000221789,,
5620,no2 µg/m³,5,no2,µg/m³,2681,Place de l'Opéra,PARIS 2E ARRONDISSEMENT,48.8702740002815,2.332500000221789,,
5588,pm10 µg/m³,1,pm10,µg/m³,2681,Place de l'Opéra,PARIS 2E ARRONDISSEMENT,48.8702740002815,2.332500000221789,,
5589,no2 µg/m³,5,no2,µg/m³,2682,FR27008,,45.3531859994632,4.804822,,
5593,pm10 µg/m³,1,pm10,µg/m³,2682,FR27008,,45.3531859994632,4.804822,,
5597,pm25 µg/m³,2,pm25,µg/m³,2682,FR27008,,45.3531859994632,4.804822,,
5591,no2 µg/m³,5,no2,µg/m³,2683,Armentieres Centre,,50.68720892625311,2.8800437166513917,,
